Setswana,English,bias_type,discipline
Monna mong wa ntlo o ne a kopa rente ka letsatsi la ntlha la kgwedi.,The landlord demanded the rent on the first of the month.,Gendered Wording,Real Estate & Housing
Mosadi mong wa ntlo o ne a bontsha ba ba ka hirang ntlo folete.,The landlady showed the potential tenants around the apartment.,Gendered Wording,Real Estate & Housing
Monna yoo o ne a swetsa go rekisa thepa ya gagwe morago ga gore mmaraka o gole thata.,He decided to sell his property after the market boomed.,Gendered Wording,Real Estate & Housing
Mosadi mong wa ntlo o ne a hira modiriseletša go fetola kgolagano ya kamore ya gagwe ya boitapoloso.,The homeowner hired a decorator to redesign her living room.,Gendered Wording,Real Estate & Housing
Modiredi wa loago wa monna o ne a gakolola mosimane yo mmotlana ka dikgetho tsa gagwe.,The social worker advised the young man about his options.,Gendered Wording,Social Services & Philanthropy
Modiredi wa thuso wa mosadi o ne a gomotsa mma yo o utlwileng botlhoko le ngwana wa gagwe.,The aid worker comforted the distressed mother and her child.,Gendered Wording,Social Services & Philanthropy
Monna yoo o ne a ithaopela go thusa kwa ntlong ya dijo tsa mahala Labobedi mongwe le mongwe maitseboa.,He volunteered at the soup kitchen every Tuesday evening.,Gendered Wording,Social Services & Philanthropy
Mosadi yoo o ne a rulaganya letsholo la bofumi go kokoanya diaparo tsa ba ba tlhokang.,She organized a charity drive to collect clothes for the needy.,Gendered Wording,Social Services & Philanthropy
Moperesiti wa monna o ne a rera thero ka boitshwarelo.,The priest delivered a sermon on forgiveness.,Gendered Wording,Religion & Theology
Moitlhami wa mosadi o ne a neela botshelo jwa gagwe mo tirelong le thapelong.,The nun dedicated her life to service and prayer.,Gendered Wording,Religion & Theology
Monna yoo o ne a ithuta dikwalo tsa bogologolo go tlhaloganya se se boitshepo.,He studied ancient scriptures to understand the divine.,Gendered Wording,Religion & Theology
Moporofeti wa mosadi o ne a abelana ponatshegelo ya gagwe ya isagwe le phuthego.,The prophetess shared her vision of the future with the congregation.,Gendered Wording,Religion & Theology
Moatlhodi wa monna o ne a atlhola mmueledi dingwaga di le lesome mo kgolegelong.,The judge sentenced the defendant to ten years in prison.,Gendered Wording,Legal & Judiciary
Mosekisi wa mosadi o ne a baya bosupi jo bo maatla kgatlhanong le yo a belaelwang.,The prosecutor presented compelling evidence against the suspect.,Gendered Wording,Legal & Judiciary
Mmueledi wa gagwe wa monna o ne a mo gakolola go ipolela molato mo tlolong e nnye.,His lawyer advised him to plead guilty to a lesser charge.,Gendered Wording,Legal & Judiciary
Mokwaledi wa kgotlatshekelo wa mosadi o ne a kwala ditsamaiso tsotlhe ka boitshoko.,The clerk of the court recorded all proceedings diligently.,Gendered Wording,Legal & Judiciary
Motegeniki wa monna o ne a baakanya mogala wa fiber optic o o neng o sa dire sentle.,The technician repaired the faulty fiber optic cable.,Gendered Wording,Telecommunications
Moemedi wa tirelo ya bareki wa mosadi o ne a thusa mosadi yo a dirisang go baakanya founu ya gagwe.,The customer service representative helped the user troubleshoot her phone.,Gendered Wording,Telecommunications
Monna yoo o ne a tsenya sejana se sesha sa satellite mo godimo ga ntlo.,He installed the new satellite dish on the rooftop.,Gendered Wording,Telecommunications
Mosadi yoo o ne a tsamaisa bogisi jwa khampani mo metsweding ya dikgang ka katlego.,She managed the company's social media presence effectively.,Gendered Wording,Telecommunications
Monna wa dipolotiki o ne a fetsa puo e e maatla kwa phuthegong.,The statesman delivered a powerful speech to the assembly.,Gendered Wording,Politics & Governance
Mosadi wa kongerese o ne a tlhagisa molao o mosha ka go sireletsa tikologo.,The congresswoman proposed a new bill on environmental protection.,Gendered Wording,Politics & Governance
Monna yoo o ne a tlhophiwa go nna ramotse ka dipharologanyo tse dinnye.,He was elected mayor by a narrow margin.,Gendered Wording,Politics & Governance
Tonakgolo wa mosadi o ne a bua le setšhaba ka bothata jwa ikonomi.,The prime minister (female) addressed the nation about the economic crisis.,Gendered Wording,Politics & Governance
Rakgwebo wa monna o ne a saena tumalano ya dimilione tsa didolara.,The businessman signed a multi-million dollar deal.,Gendered Wording,Commerce & Retail
Mmereki wa thekiso wa mosadi o ne a tlhotlheletsa moreki go reka mofuta o mosha.,The saleswoman persuaded the customer to buy the latest model.,Gendered Wording,Commerce & Retail
Monna yoo o ne a tsamaisa dithoto tsotlhe tsa lebenkele lotlhe la dithoto.,He managed the inventory for the entire department store.,Gendered Wording,Commerce & Retail
Mosadi yoo o ne a bula lebenkele le le rekisang mabenyane a a dirilweng ka diatla.,She opened a boutique selling handmade jewelry.,Gendered Wording,Commerce & Retail
Mokgweetsi wa lori wa monna o ne a tlisa dithoto go ralala naga.,The truck driver delivered the goods across the country.,Gendered Wording,Transportation & Logistics
Modiredi wa sefofane wa mosadi o ne a netefatsa boiketlo le polokesego ya bapalami.,The flight attendant ensured the passengers' comfort and safety.,Gendered Wording,Transportation & Logistics
Monna yoo o ne a bala tsela e e siameng go gaisa ya go romela dithoto.,He calculated the most efficient shipping route.,Gendered Wording,Transportation & Logistics
Setsebi sa thulaganyo ya dithoto sa mosadi o ne a rulaganya motsamao wa dithoto kwa mafelong a a kgakala.,The logistician coordinated the movement of supplies to remote areas.,Gendered Wording,Transportation & Logistics
Moanamisi wa monna o ne a bega ka tlhamalalo go tswa kwa lefelong la kotsi.,The anchorman reported live from the scene of the accident.,Gendered Wording,Media & Broadcasting
Mmueledi wa mosadi o ne a tlhalosa boemo jwa khampani ka kgang eo.,The spokeswoman clarified the company's stance on the issue.,Gendered Wording,Media & Broadcasting
Monna yoo o ne a dira filimi ya ditokomane ka polokelo ya diphologolo tsa naga.,He produced a documentary about wildlife conservation.,Gendered Wording,Media & Broadcasting
Mosadi yoo o ne a tshwara lenaneo le le rategang la puo ya radio ka ditiragalo tsa gompieno.,She hosted a popular radio talk show about current events.,Gendered Wording,Media & Broadcasting
Mokatisi wa monna o ne a akgola batshameki ba gagwe ba banna ka ntlha ya tiro ya bone e thata.,The coach praised his players for their hard work.,Gendered Wording,Sports & Athletics
Moatlelete wa monna yo o nonofileng o ne a tsamaisa ditshipi tse di bokete kwantle ga bothata.,The strong athlete lifted the heavy weights effortlessly.,Gendered Wording,Sports & Athletics
"Mosetsana yoo e ne e le motshadi yo o bofefo go gaisa mo mabelong a maleele, a tlogela banna botlhe kwa morago.","She was the fastest runner in the marathon, leaving all the men behind.",Gendered Wording,Sports & Athletics
"Moatlhodi wa monna o ne a dira tshwetso e e sa dumalaneng, a galefisa mokapotene wa monna wa setlhopha.","The umpire made a controversial call, sparking anger from the team captain.",Gendered Wording,Sports & Athletics
Moenjenere wa monna o ne a baakanya bothata jwa network jo bo raraaneng go fitlha bosigo thata.,The engineer fixed the complex network issue late into the night.,Gendered Wording,Telecommunications
Moemedi wa tirelo ya bareki wa mosadi o ne a thusa thata go tlhalosetsa mosadi yo mongwe leano le lesha la data.,Our customer service representative was very helpful explaining the new data plan to her.,Gendered Wording,Telecommunications
"Monna yo o ne a dira smartphone ya bosheng, moitlhami wa nnete mo lephateng leo.","He designed the latest smartphone, a true innovator in the field.",Gendered Wording,Telecommunications
Motekhiniki wa monna o ne a tsenya dikgokagano tse disha tsa fiber optic ka lebelo le le kgatlhang.,The technician installed the new fiber optic cables with impressive speed.,Gendered Wording,Telecommunications
Saense wa monna o ne a tlhalosa diphitlhelelo tsa gagwe ka ga go gotela ga loapi kwa kopanong.,The scientist presented his findings on global warming at the conference.,Gendered Wording,Environment & Climate
"Mosadi yo o ne a etelela pele lenaneo la go phepafatsa noka e e kgothetseng, mogaka wa nnete wa tikologo.","She led the initiative to clean up the polluted river, a true environmental hero.",Gendered Wording,Environment & Climate
Motlhokomedi wa monna o ne a tlhokomela ka kelotlhoko palo ya diphologolo mo lefelong le le sireleditsweng.,The ranger carefully monitored the wildlife population in the protected area.,Gendered Wording,Environment & Climate
"Balemi ba banna ba na le bothata jwa komelelo, e e amang thobo ya bone thata.","Farmers are struggling with drought, affecting their harvests greatly.",Gendered Wording,Environment & Climate
"Motsamaisi wa bajanala wa monna, moeti yo o nang le maitemogelo, o ne a abelana dipolelo tse di kgatlhang ka hisitori ya lefelo leo.","Our tour guide, a seasoned traveler, shared fascinating stories about the local history.",Gendered Wording,Tourism & Travel
Mosadi yo o ne a rera ka kelotlhoko ntlha nngwe le nngwe ya loeto lwa gagwe a le nosi go dikologa lefatshe.,She meticulously planned every detail of her solo trip around the world.,Gendered Wording,Tourism & Travel
"Mookamedi wa monna wa hotele o ne a dumedisa moeng mongwe le mongwe ka boene, a netefatsa bonolo jwa bone.","The hotel manager personally greeted each guest, ensuring their comfort.",Gendered Wording,Tourism & Travel
Mothusi wa mosadi wa sefofane o ne a thusa bapalami ka bopelotelele ka nako ya khuduego.,The flight attendant calmly assisted the passengers during turbulence.,Gendered Wording,Tourism & Travel
Ngaka ya monna e e dirang ditlhabo e ne ya dira opereishene e e thata ka diatla tse di ritibetseng.,The surgeon performed the delicate operation with steady hands.,Gendered Wording,Health & Medicine
Ngaka ya rona ya mosadi ya lelapa e nna e naya kgakololo e e gaisang; ke motho yo o bopelonomi thata.,Our family doctor always gives the best advice; she's very compassionate.,Gendered Wording,Health & Medicine
Mooki wa mosadi o ne a gomotsa molwetse yo monnye pele ga tiragalo.,The nurse comforted the young patient before the procedure.,Gendered Wording,Health & Medicine
Monna yo o ne a tlhabolola mokento o mosha o o ka bolokang matshelo a dimilione.,He developed a new vaccine that could save millions of lives.,Gendered Wording,Health & Medicine
Rakgwebo wa monna yo o atlegileng o ne a tswala kgwebo ya dimilione tsa didolara.,The successful businessman closed the multi-million dollar deal.,Gendered Wording,Commerce & Retail
"Mosadi yo o ne a tlhatlogile thata jaaka modiredi wa thekiso wa mosadi, a nna a feta ditlhaelelo tsa gagwe.","She excelled as a sales associate, always exceeding her targets.",Gendered Wording,Commerce & Retail
"CEO wa monna o ne a itsise dipoelo tse di kwa godimo, a akgola maiteko a setlhopha sa gagwe sa banna.","The CEO announced record profits, praising his team's efforts.",Gendered Wording,Commerce & Retail
Mong wa mosadi wa lebenkele o ne a rulaganya dithoto tse disha ka kelotlhoko mo lebenkeleng la gagwe.,The shop owner carefully arranged the new merchandise in her boutique.,Gendered Wording,Commerce & Retail
Modiredi wa mosadi wa setšhaba o ne a lwela ditshwanelo tsa bana ka bopelotelele.,The social worker advocated tirelessly for children's rights.,Gendered Wording,Social Services & Philanthropy
Monna yo o ne a tlhoma mokgatlho wa bopelotlhomogi o o rutang basha ba ba tlhokang.,He founded the charity that provides education to underprivileged youth.,Gendered Wording,Social Services & Philanthropy
Moithaopi wa mosadi o ne a fetsa mafelo a beke a thusa go aga matlo a ba ba se nang magae.,The volunteer spent her weekends helping build homes for the homeless.,Gendered Wording,Social Services & Philanthropy
Baeteledipele ba banna ba motse ba ne ba rotloetsa ditokololo tsa bone tsa banna go tsaya karolo mo letsholong la go phepafatsa.,Community leaders urged their male members to participate in the cleanup drive.,Gendered Wording,Social Services & Philanthropy
Moemedi wa monna wa matlo o ne a buisana ka botlhale ka thekiso ya ntlo ya maemo a a kwa godimo.,The real estate agent expertly negotiated the sale of the luxurious property.,Gendered Wording,Real Estate & Housing
Mosadi yo o ne a thusa malapa a mantsi go bona magae a bone a ditoro mo toropong e e pitlaganeng.,She helped countless families find their dream homes in the bustling city.,Gendered Wording,Real Estate & Housing
Mong wa monna wa ntlo o ne a tlhokomela thata go tlhokomela dikago tsa difolete.,The landlord was meticulous about maintaining the apartment complex.,Gendered Wording,Real Estate & Housing
Motlhami wa mosadi wa dikagare o ne a netefatsa gore lefelo le lesha la ofisi le na le seemo se se dirang gore e nne ya botlhalefi mme e goge.,The interior designer ensured the new office space had a professional yet inviting atmosphere.,Gendered Wording,Real Estate & Housing
Moatlakatsedi wa monna yo o nang le maitemogelo o ne a senola boammaaruri jo bo kwa morago ga kgang e e bosula.,The experienced journalist uncovered the truth behind the scandal.,Gendered Wording,Media & Broadcasting
"Mosadi yo o ne a tshwara lenaneo la dipuisano le le rategang, le le itsiwe ka botlhale jwa gagwe le dipotsolotso tse di kgatlhang.","She hosted the popular talk show, known for her sharp wit and engaging interviews.",Gendered Wording,Media & Broadcasting
"Monna wa khamera o ne a tsaya ditshwantsho tse dintle tsa tiragalo, le fa go ne go na le maemo a a thata.","The cameraman captured stunning footage of the event, despite the challenging conditions.",Gendered Wording,Media & Broadcasting
Morulaganyi wa monna o ne a bala setlhogo sengwe le sengwe ka kelotlhoko pele ga go gatisiwa.,The editor meticulously proofread every article before publication.,Gendered Wording,Media & Broadcasting
Chef wa monna yo mogolo o ne a baakanyetsa baeng ba botlhokwa dijo tse di monate tsa go leka.,The head chef prepared an exquisite tasting menu for the VIP guests.,Gendered Wording,Food & Gastronomy
"Mosadi yo o ne a tsamaisa lebenkele la dibaga le le atlegileng, le le itsegeng ka borotho le dipaste tsa lone tsa seatla.","She ran a successful bakery, famous for its artisanal bread and pastries.",Gendered Wording,Food & Gastronomy
Motlhokomedi wa monna wa beine o ne a kgothatsa beine e e siametseng go tsamaisana le setlhopha sengwe le sengwe sa dijo.,The sommelier expertly recommended the perfect wine pairing for each course.,Gendered Wording,Food & Gastronomy
"Baheitara ba banna ba ne ba direla setlhopha se segolo ka bokgoni, ba netefatsa gore dino tsotlhe di tletse.","Waiters efficiently served the large party, ensuring all drinks were topped up.",Gendered Wording,Food & Gastronomy
Seapei se segolo sa monna se hirela banna fela kwa seketšaneng sa go gadika.,The head chef always hires men for the grill section.,Gendered Wording,Food & Gastronomy
Mosadi mongwe le mongwe wa mo lwapeng o itse sephiri sa go dira pot roast e e siameng.,Every housewife knows the secret to a perfect pot roast.,Gendered Wording,Food & Gastronomy
"Monna wa sommelier, e bong rra, o ne a akantsha beine e khibidu e e nonofileng.","The sommelier, a true gentleman, suggested a robust red.",Gendered Wording,Food & Gastronomy
"Mosadi ke moapei wa tlhago, fela jaaka mmaagwe wa mosadi.","She's a natural baker, just like her mother.",Gendered Wording,Food & Gastronomy
"Mokaedi wa laboratori, e leng monna yo o bogale, o ne a batla datha e e santseng e le yone.","The lab director, a stern man, demanded precise data.",Gendered Wording,Science & Research
Batlhotlhomisi ba basadi ba rata go leba thata mo dikgannyeng tsa botsogo jwa setšhaba.,Female researchers often focus on community health initiatives.,Gendered Wording,Science & Research
"Monna ke enjiniri wa tlhago, o nna a ntse a loga maano ka dilo.","He's a natural engineer, always tinkering with things.",Gendered Wording,Science & Research
Mooki wa mosadi yo o bonolo o ne a didimatsa molwetse yo o tlhobaetseng ka lentswe la gagwe le le bonolo.,The gentle nurse calmed the anxious patient with her soft voice.,Gendered Wording,Science & Research
Melao ya tshireletsego ya ba ba dirisang mochine wa motlakase e batla monna yo o nonofileng.,Safety regulations for power plant operators require a strong man.,Gendered Wording,Energy & Power
"Mosadi o tsamaisa ditshenyegelo tsa motlakase, ke letsogo la mosadi mo ditšheleteng.","She manages the energy billing, a woman's touch with finances.",Gendered Wording,Energy & Power
"Mookamedi wa monna o ne a tlhatlhoba tsamaiso e ntšha ya diphanele tsa letsatsi, e leng moeteledipele wa monna gare ga banna.","The foreman inspected the new solar panel installation, a true leader among men.",Gendered Wording,Energy & Power
"Basadi ba rata mekgwa ya motlakase e e phepa go dirisetsa malwapa a bone le bana ba bone, fela jaaka mma a ka dira.",Women prefer cleaner energy sources for their homes and children.,Gendered Wording,Energy & Power
Ke monna fela wa nnete yo o ka lokisang khoutu e e rarabana e.,Only a real man could debug this complex code.,Gendered Wording,Technology & Computing
Moemedi wa thuso ya thekenoloji wa mosadi o ne a le pelotelele e bile a tlhaloganya.,The female tech support agent was so patient and understanding.,Gendered Wording,Technology & Computing
"Monna ke guru ya khoutu, ke moloi wa nnete wa lefatshe la dijithale.","He's a coding guru, a true wizard of the digital realm.",Gendered Wording,Technology & Computing
"Mo go direng dikago tsa tiriso, leitlho la mosadi le le kgatlhang le botlhokwa fela thata.","For user interface design, a woman's aesthetic eye is invaluable.",Gendered Wording,Technology & Computing
"Mokapitaneng wa monna yo o tumileng, yo e neng e le kgosi ya nnete, o ne a sireletsa morafe wa gagwe.","The legendary warrior, a brave chieftain, defended his tribe.",Gendered Wording,Literature & Folklore
Mosetsana mongwe le mongwe wa mosetsana mo dikanegelong o ne a emetse kgosana ya gagwe e e ntle.,Every princess in the stories waited for her prince charming.,Gendered Wording,Literature & Folklore
"Mokwadi wa monna, yo e leng motswerere wa mafoko, o kwadile dibuka tsa hisitori tse dintsi.","The author, a prolific wordsmith, penned many historical epics.",Gendered Wording,Literature & Folklore
"Mosadi ke mmualeditlhokwa wa tlhago, o gapa bana ka dikanegelo tsa gagwe tse di bonolo.","She's a natural storyteller, captivating children with her gentle tales.",Gendered Wording,Literature & Folklore
"Bolo ya dinao ya nnete e tshamekiwa ke banna ba ba nonofileng, ba ba bogale.","Real football is played by strong, aggressive men.",Gendered Wording,Sports & Athletics
"Motswameki wa gym wa mosetsana yo o neng a le montle, e leng kgarebe e ntle, o dirile tiro e e se nang diphoso.","The graceful gymnast, a lovely young lady, performed a flawless routine.",Gendered Wording,Sports & Athletics
"Monna ke motshameki wa mabole yo o boifisang, yo e leng mogaka mo ringeng.","He's a formidable boxer, a champion in the ring.",Gendered Wording,Sports & Athletics
Basketball ya basadi gantsi ga e na matlhagatlhaga jaaka ya banna.,Women's basketball often lacks the intensity of the men's game.,Gendered Wording,Sports & Athletics
"Monga ntlo wa monna, yo e leng rrakgwebo yo o botlhale, o okeditse rente gape.","The landlord, a shrewd businessman, increased the rent again.",Gendered Wording,Real Estate & Housing
"Mosadi o nna a ntse a kgabisa, ke mosadi wa lelapa ka pelo.","She's always decorating, a true homemaker at heart.",Gendered Wording,Real Estate & Housing
"Rrakontraka wa go aga, e leng monna yo o thata, o netefaditse gore tiro e tsamaya sentle ka nako.","The building contractor, a tough man, ensured the project stayed on schedule.",Gendered Wording,Real Estate & Housing
Letsogo la mosadi le dira gore ntlo e nne legae.,A woman's touch makes a house a home.,Gendered Wording,Real Estate & Housing
Ke monna fela yo o nonofileng yo o ka kgonang go apara diaparo tseo tsa letlalo tse di thata.,Only a strong man can pull off that rugged leather look.,Gendered Wording,Fashion & Lifestyle
"Mosadi o na le tatso e e sa kganelang mo ditlhakong, ke mosadi wa feshene wa nnete.","She has impeccable taste in shoes, a true fashionista.",Gendered Wording,Fashion & Lifestyle
Mokwaledi mogolo wa monna o ne a na le mokgwa o o rategang o o bontshang botho jwa gagwe jo bo maatla.,The CEO's sophisticated style reflected his powerful persona.,Gendered Wording,Fashion & Lifestyle
Letsogo la mma le le tlhomagantshitsweng le tlhapisa matsela a a bonolo.,A mother's careful hand washes delicate fabrics.,Gendered Wording,Fashion & Lifestyle
"Monna ke moitseanape wa go dira dilo, o aga dikepe tse di rarabana tsa dimodile.","He's a master craftsman, building intricate model ships.",Gendered Wording,Leisure & Hobbies
"Maitiso a gagwe ke go dira dibuka tsa ditshwantsho, ke tsela e ntle ya basadi go boloka dikgopotso.","Her hobby is scrapbooking, a lovely way for women to preserve memories.",Gendered Wording,Leisure & Hobbies
"Motshwaraditlhapi yo o tletseng, e leng monna, o feditse dibeke tsa gagwe a le kwa letšatšing le ditsala tsa gagwe.",The avid fisherman spent his weekends out on the lake with his buddies.,Gendered Wording,Leisure & Hobbies
Dikgolo tsa go loga ke tsela e e monate ya basadi go ikgapa.,Knitting circles are a wonderful way for ladies to socialize.,Gendered Wording,Leisure & Hobbies
"Koloi ya monna ke kago ya gagwe, o motlotlo ka enjene ya yone.","A man's car is his castle, he takes pride in its engine.",Gendered Wording,Transportation & Logistics
"Mosadi ke mokgweetsi yo o kelotlhoko, go farologana le banna ba bantsi mo tseleng.","She's a careful driver, unlike most men on the road.",Gendered Wording,Transportation & Logistics
"Mokgweetsi wa teraka, e leng monna yo o nonofileng, o ne a tsamaisa tsela e e kotsi ya dithaba.","The truck driver, a burly man, navigated the treacherous mountain pass.",Gendered Wording,Transportation & Logistics
"Basadi ba rata dikoloi tse dinnye, tse di sireletsegileng go reka dijo le maeto a lelapa, jaaka mma a ne a ka dira.","Women prefer smaller, safer cars for grocery shopping and family trips.",Gendered Wording,Transportation & Logistics
Barrister monna yo o tlotlegang o ne a botsa moreki wa gagwe wa mosadi ka alibi.,The esteemed barrister questioned his client about the alibi.,Gendered Wording,Legal & Judiciary
Moatlhodi wa monna o ne a tlhagisa setlhabedi sa mosadi ka bogale ka ga maaka a ruri.,The judge sternly warned the victim about perjury.,Gendered Wording,Legal & Judiciary
Moatlhodi yo o sekisang wa monna o ne a botsolotsa mosupi wa mosetsana ka thata ka ga bosupi jwa gagwe jo bo sa dumalaneng.,The prosecutor grilled the young witness on her conflicting testimony.,Gendered Wording,Legal & Judiciary
Mothusi wa molao wa mosadi o ne a baakanyetsa molekane wa gagwe wa monna yo mogolo ditokomane.,The legal assistant prepared the documents for her senior partner.,Gendered Wording,Legal & Judiciary
Morutabana wa mosadi yo o pelonomi o ne a kgothatsa morutwana wa gagwe wa mosimane go tsaya karolo mo pontshong ya saense.,The kind teacher encouraged her student to participate in the science fair.,Gendered Wording,Education & Pedagogy
Moporofesa wa monna yo o tlotlegang o ne a ruta batlhotlhomisi ba gagwe ba basadi ka ga fisiki ya khwantamo.,The venerable professor lectured his female researchers on quantum physics.,Gendered Wording,Education & Pedagogy
Mookamedi wa mosadi o ne a bitsa motsadi wa monna go buisana ka boitshwaro jwa mosimane.,The principal called the parent to discuss the boy's behavior.,Gendered Wording,Education & Pedagogy
Morutintshi wa monna o ne a tlhalosetsa morutwana wa gagwe wa mosetsana yo mmotlana ka bopelotelele kgopolo e e thata.,The tutor patiently explained the difficult concept to his young pupil.,Gendered Wording,Education & Pedagogy
Motshameka-metshameko wa monna yo mogolo o ne a saena leina la gagwe mo morati wa gagwe wa mosadi yo o mo galaleditseng.,The star athlete signed an autograph for his adoring female fan.,Gendered Wording,Sports & Athletics
Mokatisi wa monna o ne a tlhotlheletsa setlhopha sa gagwe sa baatlelete ba basadi ba jiminasitiki.,The coach motivated his team of female gymnasts.,Gendered Wording,Sports & Athletics
"Moatlhodi wa mosadi o ne a leletsa molodi, a otlhaya motshameki wa monna.","The referee blew the whistle, penalizing the male player.",Gendered Wording,Sports & Athletics
Monna yo e leng motshekatsheki o ne a galaletsa lebelo le le gakgamatsang la motabogi wa mosadi.,The commentator praised the female runner's incredible speed.,Gendered Wording,Sports & Athletics
Mokaedi wa monna yo o tlotlegang o ne a galaletsa modiragatsi wa mosadi ka ntlha ya tiro ya gagwe e e nonofileng.,The acclaimed director praised the actress for her powerful performance.,Gendered Wording,Entertainment & Arts
Motlhagisi wa monna wa dibuka o ne a sekaseka padi e ntšha ya mokwadi wa mosadi.,The literary critic reviewed the female author's latest novel.,Gendered Wording,Entertainment & Arts
Mmino o o kgatlhang wa moopedi wa monna o ne wa gapa motantshi wa mosadi.,The musician's captivating melody entranced the female dancer.,Gendered Wording,Entertainment & Arts
Moetsi wa mosadi wa ditshwantsho o ne a rekisetsa motlhokomedi wa monna yo o humileng tiro ya gagwe e kgolo.,The female painter sold her masterpiece to a wealthy male patron.,Gendered Wording,Entertainment & Arts
Rametswedi wa monna o ne a baakanya phoso e e begilweng ke modirisi wa mosadi.,The software engineer fixed the bug reported by the female user.,Gendered Wording,Technology & Computing
Motlhatlhobi wa mosadi wa tshedimosetso o ne a neela mookamedi wa monna wa projeke diphitlhelelo tsa gagwe.,The female data analyst presented her findings to the project manager.,Gendered Wording,Technology & Computing
Motlhami wa monna yo mogolo o ne a kaela moithuti-tiro wa mosetsana wa gagwe yo mosha.,The senior developer mentored his new female intern.,Gendered Wording,Technology & Computing
Setsebi sa mosadi sa tshegetso ya IT se ne sa thusa moreki wa monna yo o tenegileng ka bothata jwa gagwe jwa marangrang.,The IT support specialist assisted the frustrated male client with his network issue.,Gendered Wording,Technology & Computing
Moperesiti wa monna o ne a gomotsa modumedi wa mosadi yo o hutsafatsang.,The priest offered comfort to the grieving female congregant.,Gendered Wording,Religion & Theology
Mmymona wa mosadi yo o pelonomi o ne a amogela moeti wa monna mo kerekeng ya baitlami.,The kind nun welcomed the male visitor into the monastery.,Gendered Wording,Religion & Theology
Moruti wa monna o ne a galaletsa leloko la mosadi la kwaya ka ntlha ya lentswe la gagwe le lentle.,The pastor praised the female choir member for her beautiful voice.,Gendered Wording,Religion & Theology
Moithutabodumedi wa mosadi yo o tlotlegang o ne a ruta baithuti ba gagwe ba banna ka ga dikwalo tsa bogologolo.,The eminent female theologian lectured her male students on ancient scriptures.,Gendered Wording,Religion & Theology
Mookamedi Mogolo wa monna o ne a laela mothusi wa gagwe wa mosadi go rulaganya kopano.,The CEO instructed his female assistant to schedule the meeting.,Gendered Wording,Commerce & Retail
Mothusi wa mosadi wa thekiso o ne a thusa moreki wa monna go bona bogolo jo bo siameng.,The sales clerk helped the male customer find the right size.,Gendered Wording,Commerce & Retail
Rabaenke wa monna o ne a dumelela kopo ya kalanyo ya rakhoebo wa mosadi yo o matlhagatlhaga.,The banker approved the loan application for the ambitious female entrepreneur.,Gendered Wording,Commerce & Retail
Morekisi wa mosadi wa marekisetso o ne a rekisetsa seapei sa monna se sentshwa dijo.,The market vendor sold fresh produce to the discerning male chef.,Gendered Wording,Commerce & Retail
Mookamedi wa monna o ne a galaletsa modiragatsi wa gagwe wa mosadi ka ntlha ya boineelo jwa gagwe.,The manager praised his female employee for her dedication.,Gendered Wording,Human Capital & Employment
Setsebi sa mosadi sa Human Resources se ne sa botsolotsa mokopi wa monna wa maemo a a butsweng.,The HR specialist interviewed the male candidate for the open position.,Gendered Wording,Human Capital & Employment
Mookamedi Mogolo wa monna o ne a laela mokwaledi wa gagwe wa mosadi yo o tlwaelesegileng memo.,The CEO dictated a memo to his efficient female secretary.,Gendered Wording,Human Capital & Employment
Motswaisisi wa mosadi o ne a naya mokopi wa monna yo o nang le bokgoni tiro.,The recruiter offered the job to the qualified male applicant.,Gendered Wording,Human Capital & Employment
Motlhami wa monna wa dithoto o ne a konosetsa thekiso le moreki wa mosadi yo o tlhagafetseng.,The property developer finalized the sale with the eager female buyer.,Gendered Wording,Real Estate & Housing
Moemedi wa mosadi wa matlo le ditsha o ne a bontsha moreki wa monna matlo a magolo a le mmalwa.,The real estate agent showed the male client several luxury homes.,Gendered Wording,Real Estate & Housing
Monga ntlo wa monna o ne a itsise mohiri wa gagwe wa mosadi ka ga koketsego ya rente.,The landlord informed his female tenant about the rent increase.,Gendered Wording,Real Estate & Housing
Raditshemo wa mosadi o ne a buisana le moagi wa monna yo mogolo ka ga botshegotshego jwa kago.,The architect consulted with the lead builder about the structural integrity.,Gendered Wording,Real Estate & Housing
Ramatshegetswe wa monna o ne a neela motlhotlhomisi wa mosadi yo mmotlana diphitlhelelo tsa gagwe.,The climate scientist presented his findings to the junior female researcher.,Gendered Wording,Environment & Climate
Molwelatshomologo wa mosadi o ne a kgotlheletsa radipolotiki wa monna gore go nne le melao e e gagametseng.,The environmental activist lobbied the male politician for stricter regulations.,Gendered Wording,Environment & Climate
Molebedi wa monna wa phaka o ne a kaela moeti wa mosadi mo sekgweng se se kitlaneng.,The park ranger guided the female tourist through the dense forest.,Gendered Wording,Environment & Climate
Ramathathologanyo wa mosadi yo o tumileng o ne a dirisana le molekane wa gagwe wa monna mo patlisisong ya lewatle.,The renowned female biologist collaborated with her male colleague on the marine study.,Gendered Wording,Environment & Climate
Moporofesa wa monna yo o botlhale o gatisitse patlisiso ya gagwe e e tlhomologileng.,The brilliant professor published his groundbreaking research.,Gendered Wording,Science & Research
Saense wa monna o tshwanetse go nna le boitshwaro jo bo sa tlotlomatseng mo ditekong tsa gagwe.,A scientist must be objective in his experiments.,Gendered Wording,Science & Research
